doc_id	sentence_id	token_id	token	lemma	pos	tag	gender	number	head_token_id	dep_rel	intensifier_lemma	intensifier	text	account
text579	1	3	nova	novo	ADJ	ADJ	Fem	Sing	1	amod	mais	1	Velejadora mais nova dos Jogos de Tóquio morre afogada após naufrágio https://t.co/HzXJiPHs3Y	oglobo
text2447	1	21	movimentado	movimentar	ADJ	ADJ	Masc	Sing	19	amod	mais	1	Reportagem no @showdavida vai mostrar como foram as primeiras horas fora da casa da influenciadora que protagonizou o paredão mais movimentado da temporada https://t.co/NEz5hb9zZ3 #g1 #JadePicon #bbb22	g1
text1258	3	18	mortais	mortal	ADJ	ADJ	Masc	Plur	15	nmod	mais	1	Aqui é um mesclado de civis e militares que se entendem, que interagem, que têm amor à sua pátria, e quer o melhor do seu país. E essa interação se vê, inclusive, no combate a um vírus, um dos mais mortais que se teve notícia, o vírus da corrupção. Praticamente vencido"", disse. https://t.co/mBk9MZa7wa	oglobo
text2352	1	5	marcante	marcante	ADJ	ADJ	Fem	Sing	3	amod	mais	1	Em seu papel mais marcante, artista venceu o Oscar de melhor ator em 1985 pelo filme de Héctor Babenco com Sônia Braga. Informação foi dada pelo site da revista Variety: https://t.co/Vjwhuji7gW #g1	g1
text2007	1	7	maduro	madurar	ADJ	ADJ	Masc	Sing	3	ccomp	mais	1	A gente percebe q está mais maduro quando para de se incomodar com o cocô do cachorro e passa a ficar feliz quando vê que a bostinha dele tá saudável	whindersson
text396	1	12	longo	longo	ADJ	ADJ	Masc	Sing	10	amod	mais	1	Analistas já dão como certo ciclo de alta dos juros mais longo e veem Selic a 13,5% https://t.co/KRk4V6IvAb	oglobo
text1548	1	17	longa	longo	ADJ	ADJ	Fem	Sing	15	amod	mais	1	Vilão do herói da DC faz pequena participação misteriosa no filme, mas ganha sequência mais longa em momento que ficou de fora da história https://t.co/A7dQgmz0yx #g1 #Batman	g1
text1539	1	13	lindo	lindar	ADJ	ADJ	Masc	Sing	10	xcomp	mais	1	Tamo junto meu parcero, vc tbm todo dia parece estar mais lindo a cada dia broder, tenho visto suas fotografias, tamo junto irmao 👊🏻😡 https://t.co/vHdKRXK0LQ	whindersson
text3118	1	13	ligado	ligar	ADJ	ADJ	Masc	Sing	3	advcl	mais	1	Líderes ocidentais pressionam China por Ucrânia: futuro econômico chinês está mais ligado ao Ocidente do que à Rússia, diz Biden https://t.co/FM9y2FJelf	oglobo
text678	1	29	leves	leve	ADJ	ADJ	Masc	Plur	27	amod	mais	1	E outra, acho que a produção nada mais fez do que escutar o público reclamando do quão pesada foi a edição passada e resolveu colocar pessoas mais leves no casting. Pelas que eu conheço bem no casting são pessoas suas leves e ótimas de se conviver	anitta
text89	3	4	legal	legal	ADJ	ADJ	Fem	Sing	2	amod	mais	1	Já assistiram “É DE MIM MESMO” na Netflix hoje??? 🥰🥰🥰🥰  <linebreak> Qual parte mais legal??? https://t.co/Tgd2to5lpu	whindersson
text1506	2	11	legais	legar	ADJ	ADJ	Masc	Plur	9	amod	mais	1	Difícil responder isso pq cada lugar tem uma energia muito massa! Mas em Maputo, Moçambique foi um dos shows mais legais, eu criei um piada no dia, já fiz no dia, e hoje ela é uma das mais engraçadas q já fiz navios, foi mto massa <linebreak>  <linebreak> ESCUTE WHINDERSSON NO SPOTIFY https://t.co/EMLFDs9KLL	whindersson
text866	1	3	jovens	jovem	ADJ	ADJ	Fem	Plur	1	amod	mais	1	Trabalhadores mais jovens são os que mais estão tendo dificuldades de voltar ou entrar no mercado de trabalho https://t.co/tVQIk34eaE #g1	g1
text3072	1	16	jovens	jovem	ADJ	ADJ	Masc	Plur	14	amod	mais	1	A investigação se concentra nas técnicas do TikTok para atrair a atenção de usuários mais jovens, incluindo os esforços da plataforma para aumentar a frequência e a duração da permanência de menores na rede social https://t.co/XBOUalIZMQ #g1	g1
text2175	1	2	jovem	jovem	ADJ	ADJ	Masc	Sing	3	amod	mais	1	Mais jovem líder da América Latina disse ainda que tem diferenças ideológicas com Bolsonaro, mas que isso não interferirá nas relações entre os dois países https://t.co/ml60CDEAlQ #g1	g1
text2839	1	6	jovem	jovem	ADJ	ADJ	Masc	Sing	7	amod	mais	1	Mykhailo Fedorov, o mais jovem ministro do gabinete ucraniano, está liderando uma batalha cibernética contra Moscou usando várias redes sociais https://t.co/X1ea1L0HXY #g1	g1
text2659	2	14	inteligente	inteligente	ADJ	ADJ	Masc	Sing	10	ccomp	mais	1	Jade Picon fala sobre paredão com Arthur Aguiar no 'BBB22': ""Tendo a visão de fora da casa, vejo que seria mais inteligente ter buscado outra possibilidade, mas dentro do jogo, para ser coerente com toda minha história, não me veio outro nome"" ==&gt; https://t.co/Z6I0z5jwqc #g1 https://t.co/LLhCtCddmH	g1
text2231	1	13	insatisfeitos	insatisfeito	ADJ	ADJ	Masc	Plur	13	ROOT	mais	1	Moradores de São Paulo e do Rio de Janeiro são os mais insatisfeitos com o lugar onde moram https://t.co/6MXVEOGkBv #g1	g1
text2009	1	4	injustiçado	injustiçado	ADJ	ADJ	Masc	Sing	1	amod	mais	1	Bombom garoto mais injustiçado é o caribe não entendo pq a galera não gosta de um chocolate com banana, nome bonito parece novela das q reprisa, simplesmente incrível	whindersson
text1483	1	7	influentes	influente	ADJ	ADJ	Masc	Plur	4	amod	mais	1	Quem são os oligarcas russos mais influentes do governo Putin, segundo pesquisador https://t.co/eQi5LEfpOJ	oglobo
text1911	1	19	importantes	importante	ADJ	ADJ	Masc	Plur	17	amod	mais	1	Aos 19 anos, Olivia Rodrigo pode se tornar a terceira artista a ganhar as quatro categorias mais importantes do Grammy https://t.co/1jmDYV6wkI	oglobo
text429	1	23	importantes	importante	ADJ	ADJ	Masc	Plur	24	amod	mais	1	Dallari foi professor emérito da Faculdade de Direito da Universidade de São Paulo (USP) e é considerado um dos mais importantes juristas do país https://t.co/oAUIE56vWL #g1	g1
text2670	2	13	importantes	importante	ADJ	ADJ	Fem	Plur	10	nmod	mais	1	Efeitos foram vistos até em pessoas que não foram hospitalizadas. Pesquisa foi publicada na revista 'Nature', uma das mais importantes do mundo https://t.co/6k7AIxydP9 #g1	g1
text2676	3	10	importantes	importante	ADJ	ADJ	Masc	Plur	8	amod	mais	1	Bruno Imaizumi, da LCA Consultores, fala sobre a inflação em 2022. Série especial do podcast Educação Financeira traz especialistas para aprofundar os temas mais importantes para se entender neste ano; OUÇA o podcast ==&gt; https://t.co/tO0depdtox #g1 https://t.co/80NtFZxCIV	g1
text1099	5	4	importante	importante	ADJ	ADJ	Masc	Sing	2	xcomp	mais	1	@nonatuuff @NittaB_ Eita gente desculpa eu nao percebi que deslizei errado. Era pra ter usado esse 🤷🏽‍♀️ foi erro de digitação mesmo. Mas acho mais importante focar na mensagem do que nisso. Vamos Militar com a coisa certa	anitta
text609	1	11	importante	importante	ADJ	ADJ	Masc	Sing	9	xcomp	mais	1	Eu sei que você não sabe, eles acham mais importante te ensinar sobre o tratado de tordesilhas ou qualquer coisa europeia do que a Batalha do Jenipapo, em 1823, no Piauí.. + https://t.co/N1jHDDFyHr	whindersson
text2537	3	19	importante	importante	ADJ	ADJ	Fem	Sing	17	amod	mais	1	Eu chorei mto hoje pq eu e meus amigos corremos muitos pra entregar bem esse material. Fiquei bem triste. Ela me disse que em momentos assim temos que entender a nossa decepção não é a coisa mais importante, que esses momentos foram especiais pra quem tava em casa ❤️	whindersson
text2973	1	15	importante	importante	ADJ	ADJ	Masc	Sing	7	conj	mais	1	Na Polônia, Biden afirma que manter união das democracias 'é o mais importante', e volta a chamar Putin de 'criminoso de guerra' https://t.co/FTVpxxDAu6	oglobo
text453	1	9	importante	importante	ADJ	ADJ	Fem	Sing	10	amod	mais	1	Criado em 2006, órgão é a mais importante instância da ONU a tratar de direitos humanos https://t.co/hlG6tbWWUg #g1	g1
text1589	1	19	importante	importante	ADJ	ADJ	Fem	Sing	16	amod	mais	1	Americana Lia Thomas fez história ao se tornar a primeira nadadora transgênero a ganhar o título universitário mais importante dos EUA https://t.co/dnV3vpEryn #g1	g1
text2831	3	4	importante	importante	ADJ	ADJ	Masc	Sing	4	ROOT	mais	1	Estamos concluindo a desmilitarização da Ucrânia. Vamos terminar isso. Mas o mais importante é que a Ucrânia interrompa as ações militares. Se eles fizeram isso, ninguém mais irá atirar"", disse o porta-voz da Rússia https://t.co/ZS6hP1k21K #g1	g1
text1557	3	16	impactante	impactante	ADJ	ADJ	Masc	Sing	1	parataxis	mais	1	Agora os estudantes buscam arrecadar dinheiro para a viagem: ""Não tivemos ajuda de ninguém, somente das pessoas da ONG. Espero conseguir ir até o congresso, a felicidade da minha mãe foi o mais impactante para mim” https://t.co/bdG2FIJIXh #g1	g1
text1078	1	23	igual	igual	ADJ	ADJ	Masc	Sing	20	advmod	mais	1	Fiz uma live motivacional hoje no meu Instagram, vou tentar fazer todo dia as 9:15 da manhã, quero cedo mais igual do Tiago Nigro as 5 da manhã não dá, vai acordar o cão porra 😂 <linebreak> Amanhã tem de novo as 9:15, bora?	whindersson
text1483	1	5	grateful	grateful	ADJ	ADJ	Masc	Sing	5	ROOT	mais	1	Hoje eu tô mais grateful que a ariana grande	whindersson
text1363	1	5	gostoso	gostoso	ADJ	ADJ	Masc	Sing	5	ROOT	mais	1	Tudo despreocupado é mais gostoso	whindersson
text217	1	8	gostosa	gostoso	ADJ	ADJ	Fem	Sing	6	amod	mais	1	Esse Airlander 10, o avião mais gostosa que existe https://t.co/HlIKaqLfav	whindersson
text248	1	60	forte	forte	ADJ	ADJ	Masc	Sing	58	amod	mais	1	E eu tô MUITO FELIZ com a decisão, parece que trabalhar a esmo sem saber onde vai dar era uma coisa q me deixava angustiado, mas decidir dar um sumida parece que coloca tudo ao meu controle de novo, me dá um novo futuro, me dá muitas ideias, e eu vou voltar 10x mais forte + https://t.co/dsnRsHTfxc	whindersson
text2979	2	14	firme	firmar	ADJ	ADJ	Fem	Sing	12	amod	mais	1	Blog do @gcamarotti: Telefonema de Boris Johnson foi recebido no Planalto como pressão por posição mais firme de Bolsonaro sobre a invasão da Ucrânia ==&gt; https://t.co/cpdX5dFgWs #g1 https://t.co/bbUp3RjWxn	g1
text716	1	6	felizes	feliz	ADJ	ADJ	Masc	Plur	8	ccomp	mais	1	As pessoas honestas são mais felizes, mostra a ciência https://t.co/FHIUyK46Js	oglobo
text1992	2	8	felizes	feliz	ADJ	ADJ	Masc	Plur	6	amod	mais	1	Você é feliz no Brasil? Veja a lista dos 10 países mais felizes do mundo https://t.co/qjK3wKyN8L #g1	g1
text2838	2	6	feliz	feliz	ADJ	ADJ	Masc	Sing	3	nsubj:pass	mais	1	O que a Finlândia tem? País é eleito o mais feliz do mundo pelo quinto ano consecutivo https://t.co/eNJabAqSOL	oglobo
text979	1	8	feio	feio	ADJ	ADJ	Masc	Sing	6	amod	mais	1	Fico feliz quando encontro um nome mais feio que o meu 😍	whindersson
text181	3	16	famosa	famoso	ADJ	ADJ	Fem	Sing	14	xcomp	mais	1	@mikasilva13_ Esse tipo de polêmica aí eu não usaria jamais nem se fosse pra ficar mais famosa que o papa. Isso é um desrespeito do caralho com MUITA gente e muita coisa na vida.	anitta
text764	1	7	fácil	fácil	ADJ	ADJ	Masc	Sing	7	ROOT	mais	1	Encontrar o foco é tão mais fácil que mantê-lo	whindersson
text2018	1	3	fácil	fácil	ADJ	ADJ	Masc	Sing	3	ROOT	mais	1	É mais fácil o brasileiro inventar um prato com todos esses pratos juntos do que eliminar um falo com tranquilidade https://t.co/kKLzh4GpWR	whindersson
text2576	1	4	fácil	fácil	ADJ	ADJ	Masc	Sing	2	xcomp	mais	1	Agora ficou mais fácil identificar: a chamada começa com 0303? É telemarketing; veja o que muda ==&gt; https://t.co/VlqndoFk5o #g1 https://t.co/0B1MBv901D	g1
text2328	3	5	extrema	extremo	ADJ	ADJ	Fem	Sing	6	amod	mais	1	Novo Parlamento de Portugal: menos mulheres, mais extrema direita e a maioria socialista https://t.co/X5yLePBo1n	oglobo
text1622	3	7	evidente	evidente	ADJ	ADJ	Masc	Sing	4	xcomp	mais	1	A polícia brasileira desafia a justiça máxima do próprio país para matar. A cor da pele e o endereço define quem vai morrer. Ontem, isso ficou ainda mais evidente, quando 25 pessoas foram assassinadas de forma brutal e ilegalmente na favela do Jacarezinho, no Rio de Janeiro. https://t.co/YF3AERS8A4	anitta
text183	1	7	estreitas	estreito	ADJ	ADJ	Fem	Plur	5	amod	mais	1	Le Pen quer promover ligações mais estreitas entre Otan e Rússia se for eleita na França https://t.co/or6Wswq0xl	oglobo
text2354	1	4	estranho	estranhar	ADJ	ADJ	Masc	Sing	2	amod	mais	1	O animal mais estranho é o humano msm	whindersson
text49	1	8	estilosas	estilosas	ADJ	ADJ	Fem	Plur	6	amod	mais	1	“O frio deixa as pessoas mais estilosas” https://t.co/DG0wc1nMlV	whindersson
text1141	1	4	engraçado	engraçar	ADJ	ADJ	Masc	Sing	2	amod	mais	1	O cara mais engraçado mais sem graça do mundo	whindersson
text1506	2	32	engraçadas	engraçar	ADJ	ADJ	Fem	Plur	29	nmod	mais	1	Difícil responder isso pq cada lugar tem uma energia muito massa! Mas em Maputo, Moçambique foi um dos shows mais legais, eu criei um piada no dia, já fiz no dia, e hoje ela é uma das mais engraçadas q já fiz navios, foi mto massa <linebreak>  <linebreak> ESCUTE WHINDERSSON NO SPOTIFY https://t.co/EMLFDs9KLL	whindersson
text2290	1	4	emocionante	emocionante	ADJ	ADJ	Masc	Sing	2	amod	mais	1	O show mais emocionante que fiz na vida! Os bastidores estão na minha nova série na @NetflixBrasil, Anitta: Made In Honório. https://t.co/OaxXQr5Ijw	anitta
text2169	1	11	dóceis	dócil	ADJ	ADJ	Masc	Plur	9	amod	mais	1	Os vaqueiros garantem que a massagem deixa os animais mais dóceis, além de aumentar a fertilidade e a produtividade https://t.co/LL7Xc9dqPR #g1	g1
text2379	1	9	divertidos	divertir	ADJ	ADJ	Masc	Plur	7	amod	mais	1	A funcionalidade ajuda a tornar os vídeos mais divertidos e aumenta a acessibilidade dos demais usuários ao que é publicado no perfil https://t.co/q4In5lobkZ #g1	g1
text1503	1	13	diverso	diverso	ADJ	ADJ	Masc	Sing	11	amod	mais	1	Após duas edições canceladas, festival vai voltar com seu dia mais diverso: tem indie rock, rap-pop e a volta do emo... https://t.co/M24P9dwIq3 #g1 #Lollapalooza2022	g1
text1069	1	5	distante	distante	ADJ	ADJ	Fem	Sing	3	amod	mais	1	Cientistas encontram galáxia mais distante já vista da Terra, a 13,5 bilhões de anos-luz https://t.co/8VLoozjRzx	oglobo
text2274	1	6	distante	distante	ADJ	ADJ	Fem	Sing	4	amod	mais	1	Nasa detecta a estrela mais distante já vista a partir da Terra, a 12,9 bilhões de anos-luz https://t.co/CrLDAi8Wts	oglobo
text2508	3	21	dista	distar	ADJ	ADJ	Masc	Sing	19	amod	mais	1	Desde então eu continuo ajudando, mas eu sei que meus fãs acreditam em mim, por que eu preciso estar na foto? Por que eu preciso provar algo pra alguém, por que eu mentiria sobre isso? Essa fotos são de uma ação na minha cidade, são meus amigos de escola, para as áreas mais dista https://t.co/Vhq5I0ByPw	whindersson
text261	2	6	difícil	difícil	ADJ	ADJ	Fem	Sing	4	xcomp	mais	1	Coisas q eu faço diariamente: mandar um vídeo pra alguém q sei que vai morrer (estado terminal) dizendo que vai dar tudo certo e que logo logo vamos se ver e der risadas juntos. Cada dia se torna mais difícil e doloroso	whindersson
text601	1	8	difícil	difícil	ADJ	ADJ	Masc	Sing	6	amod	mais	1	O céu hoje é o lugar mais difícil de olhar, saudade demais do meu pequeno, mas vai passar e ficar só o amor https://t.co/GzTfreKwgo	whindersson
text2371	1	4	difícil	difícil	ADJ	ADJ	Masc	Sing	2	amod	mais	1	Cada dia mais difícil ser justo e paciente como era Jesus	whindersson
text1240	2	3	difícil	difícil	ADJ	ADJ	Masc	Sing	3	ROOT	mais	1	Vera Magalhães [@veramagalhaes]: Está mais difícil tirar Bolsonaro do 2º turno, após inchaço do Centrão https://t.co/dR39JR9At6	oglobo
text1965	1	11	difícil	difícil	ADJ	ADJ	Masc	Sing	9	amod	mais	1	Alemanha, Polônia...: veja qual o grupo mais difícil que o Brasil pode ter no sorteio da Copa do Mundo https://t.co/EWEeJSIsqD	oglobo
text1251	1	14	difícil	difícil	ADJ	ADJ	Masc	Sing	12	xcomp	mais	1	Com o fim do uso de máscaras em locais fechados, ficou mais difícil de proteger os pequenos, que ainda não estão vacinados; veja como reduzir os riscos https://t.co/WV5P27wRs7 #g1	g1
text2358	2	3	difícil	difícil	ADJ	ADJ	Fem	Sing	1	xcomp	mais	1	Preços estão subindo e comprar alguns produtos ficou mais difícil após potências ocidentais aplicarem sanções sem precedentes contra Moscou. https://t.co/GFvHlT9gHr #g1	g1
text753	2	12	difíceis	difícil	ADJ	ADJ	Masc	Plur	10	amod	mais	1	Você recebeu o Mano Brown semi sorrindo  😁 <linebreak> Esta é uma imagem rara e um dos meus trabalhos mais difíceis! <linebreak> Boa noite ✨ https://t.co/104bB1AQ0M	whindersson
text361	2	4	descansada	descansar	ADJ	ADJ	Fem	Sing	4	ROOT	mais	1	@_AnittaBaby @anittxz Estou mais descansada. Amanhã tenho um trabalho rapidinho perto de casa.	anitta
text389	1	3	delongas	delongar	ADJ	ADJ	Fem	Plur	3	ROOT	mais	1	Sem mais delongas	whindersson
text1084	1	5	curtas	curto	ADJ	ADJ	Fem	Plur	1	amod	mais	1	Semanas de trabalho mais curtas são consideradas o futuro da produtividade dos trabalhadores e o equilíbrio entre o trabalho e a vida pessoal https://t.co/0JQc65vGXQ #g1	g1
text534	1	11	criativos	criativo	ADJ	ADJ	Masc	Plur	14	amod	mais	1	Algum tiktok pra dançar essa música pfvr, os mais criativos e NÃO CONVENCIONAIS vou postar no meu tico e teco 🥰🥰 <linebreak>  <linebreak> https://t.co/Zb7AZ6jONe	whindersson
text1605	2	6	criativo	criativo	ADJ	ADJ	Masc	Sing	4	xcomp	mais	1	Gente, tô amando! O que vocês acham mais criativo? A ideia de Beats Caipirinha da @luanasssg ou a ideia de Beats Rainbow Shots do @Raffah_Beletti? Tô curiosa! Respondam com a tag #BeatsFazAí 👀 #Publicidade #BebaComModeração	anitta
text2282	1	8	costurado	costurar	ADJ	ADJ	Masc	Sing	8	ROOT	mais	1	Bunda massa, o toba é mais costurado q a cara Chucky https://t.co/eOKUlvKWSV	whindersson
text1060	1	15	contagiosa	contagioso	ADJ	ADJ	Fem	Sing	12	xcomp	mais	1	Covid-19: Brasil registra primeiro caso de Ômicron XE, que pode ser mais contagiosa https://t.co/bSXVj2iRPm	oglobo
text1142	1	4	contagiosa	contagioso	ADJ	ADJ	Fem	Sing	2	amod	mais	1	Uma sublinhagem mais contagiosa da variante ômicron está ganhando força em todo o mundo https://t.co/CINreOkJpB #g1	g1
text1252	1	7	conhecido	conhecer	ADJ	ADJ	Masc	Sing	5	amod	mais	1	No Brasil, o trabalho mais conhecido dele é o da série ""Todo mundo odeia o Chris"" https://t.co/hXnjU5eafn #g1	g1
text954	3	4	confortável	confortável	ADJ	ADJ	Masc	Sing	6	amod	mais	1	@gaelzitto Festa minha é pra se jogar, não é pra dar close. Tô o mais confortável possível hahahah	anitta
text2270	2	4	confortável	confortável	ADJ	ADJ	Masc	Sing	2	amod	mais	1	@esquivafalcao Sempre o mais confortável possível para apreciar seu boxe bb ❤️❤️	whindersson
text1021	1	8	comuns	comum	ADJ	ADJ	Masc	Plur	6	amod	mais	1	Confira também os nomes de pets mais comuns no Brasil https://t.co/n7EoVL63AZ #g1	g1
text1783	1	4	comuns	comum	ADJ	ADJ	Fem	Plur	2	amod	mais	1	As infecções mais comuns no outono são as virais, como gripe e resfriado https://t.co/gjGRjSHvHk #g1	g1
text1638	1	6	comum	comum	ADJ	ADJ	Masc	Sing	2	ccomp	mais	1	Médico explica que o mais comum é que situação seja desencadeada por predisposição genética https://t.co/ppKNRxK4rc #g1	g1
text1485	1	9	complicadas	complicar	ADJ	ADJ	Fem	Plur	7	acl	mais	1	Entenda como foi resolvida uma das questões mais complicadas pós-URSS https://t.co/HHeU9EAtHC #g1	g1
